body_hash,body,label,source,confidence,keyword_score,semantic_score,selection_margin,selection_prob,matched_keywords,selection_reason
82d9f97bea244a4a,"""climate change is a hoax"" /s",Climate denial,high_confidence_weak,0.99,2.5,0.1313,0.8696006988804146,0.2101971421705633,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.870, kw+sem agree on Climate denial"
501a17abcc2090fa,"But climate change is a hoax, isn't it? /s",Climate denial,high_confidence_weak,0.99,2.5,0.114,0.8695846519857119,0.20257673519623448,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.870, kw+sem agree on Climate denial"
87d52eb3ce2418a6,Climate change is a hoax No /s Deal with it,Climate denial,high_confidence_weak,0.99,2.5,0.1055,0.8695415115421112,0.19886962625406884,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.870, kw+sem agree on Climate denial"
d09155e1631603c4,"Climate change is a hoax, just like Covid19",Climate denial,high_confidence_weak,0.99,2.5,0.1157,0.8695044447168558,0.20330352084612824,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.870, kw+sem agree on Climate denial"
ebf1b1891e3f3d6f,[[URL] ​ scientist say climate change is a hoax.. As in the C02 TAXES..,Climate denial,high_confidence_weak,0.99,2.5,0.1064,0.8694840911820884,0.19925275459738376,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
ed57bec61efafe16,"""Herp derp, it's snowing, climate change is a hoax""",Climate denial,high_confidence_weak,0.99,2.5,0.1294,0.8694011956475293,0.2093428474755321,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
8bd7bf88c7e7af93,"you sound like a guy who says : ""cLiMaTe cHaNgE iS a hOaX""",Climate denial,high_confidence_weak,0.99,2.5,0.1058,0.8693898963846103,0.19901281149302444,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
b8d5af40b9a54ae2,Wait... climate change is a hoax... isn't it???,Climate denial,high_confidence_weak,0.99,2.5,0.1158,0.8693063729154274,0.20334438548697545,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
8b8fd587317ec5e0,The fear of climate change is a hoax.,Climate denial,high_confidence_weak,0.99,2.5,0.1115,0.869204305142874,0.20144146510250585,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
a56c4f5231c6d45a,Climate change is a hoax. My #1,Climate denial,high_confidence_weak,0.99,2.5,0.126,0.8691702557840731,0.20782085398201536,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
23a426db5ea5424c,But everyone says climate change is a hoax...:thinking_face::thinking_face:,Climate denial,high_confidence_weak,0.99,2.5,0.1175,0.8691489806996947,0.20408441349491643,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
d07ee5dc2ac73feb,"It's hard to top ""it's cold outside therefore climate change is a hoax"" Trump.",Climate denial,high_confidence_weak,0.99,2.5,0.1052,0.869141072052253,0.19829681911160843,climate policy critique:\btrump\b|Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
10e114c5856f890e,But climate change is a hoax right? Right?? ,Climate denial,high_confidence_weak,0.99,2.5,0.1085,0.8691087791346014,0.2001514048755878,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
bdcca259dac41656,Where are those senators that say climate change is a hoax now?,Climate denial,high_confidence_weak,0.99,2.5,0.107,0.8690857500942603,0.19953265352239014,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
b6ff0f06852fae15,1 like = 1 prayer. There I did my part. Climate change is a hoax right Texas?,Climate denial,high_confidence_weak,0.99,2.5,0.1045,0.8689671390259528,0.1984347260334907,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
2d4392e4676bf62e,"Turns out he thinks climate change is a hoax and evolution is a myth, wow!",Climate denial,high_confidence_weak,0.99,2.5,0.1041,0.8689293403445159,0.1982552000070551,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
5990f64e38ce008f,"AKA the ""Climate change is a hoax"" starter pack.",Climate denial,high_confidence_weak,0.99,2.5,0.1134,0.868924299912671,0.20229780409336875,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
5cd8a6a02f88964d,Climate change is a hoax. Edit: Manmade Climate change is a hoax.,Climate denial,high_confidence_weak,0.99,2.5,0.1189,0.8688431222653862,0.20469941051716795,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
f128fd3f9f773d62,but I keep hearing climate change is a hoax.,Climate denial,high_confidence_weak,0.99,2.5,0.1212,0.8687566053981713,0.2057223678625702,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
cf1f9220bcff6151,IT SNOWED IN WINTER!!!! GLOBAL CLIMATE CHANGE IS A HOAX!!!11!!,Climate denial,high_confidence_weak,0.99,2.5,0.1049,0.8686829607560768,0.19861743235239743,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
c2e7920943dfdfad,I'm pulling numbers out of my ass and human's manufacturing climate change is a hoax :OK_hand_light_skin_tone:,Climate denial,high_confidence_weak,0.99,2.5,0.1118,0.8686754062363893,0.20158559966473155,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
ed5a86f6ea88af85,Taylor Swift believes climate change is a hoax confirmed,Climate denial,high_confidence_weak,0.99,2.5,0.1185,0.8686703835474515,0.20450399499104052,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
511a7952e3cc9158,"But climate change is a hoax, right?",Climate denial,high_confidence_weak,0.99,2.5,0.1127,0.8686212407592724,0.201984292205969,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
64bce8af11caea8f,Climate change is a hoax by China,Climate denial,high_confidence_weak,0.99,2.5,0.1131,0.8685977830561858,0.2021561067204239,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
c7f9a72695bc828d,And they say climate change is a hoax.,Climate denial,high_confidence_weak,0.99,2.5,0.1164,0.8685956875836742,0.20360518255012497,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
a6cf0e6d46adeee6,says the guy who thinks climate change is a hoax,Climate denial,high_confidence_weak,0.99,2.5,0.1052,0.8685690733545681,0.19872117689380356,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
70145c7d677623a9,FaKe nEwS. cLiMatE cHaNgE iS a HoAx!,Climate denial,high_confidence_weak,0.99,2.5,0.1204,0.8685575200876299,0.205354356090094,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
a266ba8c8c2674cd,"> in Conservative ""Climate change is a hoax!""",Climate denial,high_confidence_weak,0.99,2.5,0.1204,0.8685481564877943,0.2053540132135499,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
614b8a48dbd24ce6,Lol climate change is a hoax,Climate denial,high_confidence_weak,0.99,2.5,0.1196,0.8685413537238867,0.20501572211076993,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
8371f1354ab7425c,Climate change is a hoax lol,Climate denial,high_confidence_weak,0.99,2.5,0.1196,0.8685413537238867,0.20501572211076993,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
92989a943ba8ce25,Climate change is a hoax tho so...,Climate denial,high_confidence_weak,0.99,2.5,0.1281,0.868531576535711,0.20877909920942378,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
9c4c08dde9695b90,that climate change is a hoax,Climate denial,high_confidence_weak,0.99,2.5,0.1217,0.868505848149852,0.20591289738617027,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
709f6589c1d5639f,That climate change is a hoax,Climate denial,high_confidence_weak,0.99,2.5,0.1217,0.868505848149852,0.20591289738617027,Climate denial:\bclimate change (is a )?hoax\b,"conf=0.990, margin=0.869, kw+sem agree on Climate denial"
acc09ceaff784d65,"Hello fellow Wisconsinite! Fuck Ron Johnson, fuck the Wisconsin Republican Legislature and fuck climate change deniers!",Climate denial critique,high_confidence_weak,0.99,1.2,0.0923,0.7793637565568596,0.13760198093145243,Climate denial critique:\bdeniers?\b,"conf=0.990, margin=0.779, kw+sem agree on Climate denial critique"
a042fcb6d7b5f85a,Fuck climate change deniers,Climate denial critique,high_confidence_weak,0.99,1.2,0.0975,0.7697889776490804,0.13915399745601537,Climate denial critique:\bdeniers?\b,"conf=0.990, margin=0.770, kw+sem agree on Climate denial critique"
bcdb1505da7b3e7a,How come you don't care what scientists say when they say climate change is real?,Climate information,high_confidence_weak,0.9684,1.0,0.0952,0.7285612857686796,0.12246774192202936,Climate information:\bscientists (say|found)\b,"conf=0.968, margin=0.729, kw+sem agree on Climate information"
9de19cae32f57a9e,Real scientists say climate change is real and a huge fucking problem.,Climate information,high_confidence_weak,0.9654,1.0,0.0953,0.7234553423837741,0.12249977188362438,Climate information:\bscientists (say|found)\b,"conf=0.965, margin=0.723, kw+sem agree on Climate information"
e58de44958fedf15,70 degrees celsius. Fucking hell climate change is real.,Climate information,high_confidence_weak,0.9609,1.0,0.0916,0.7173820069711481,0.12150437733566027,Climate information:\bdegrees celsius\b,"conf=0.961, margin=0.717, kw+sem agree on Climate information"
07da7c62efcdd27f,"99% of scientists say that climate change is real. u/Banalfarmer-goldhnds - ""No""",Climate information,high_confidence_weak,0.9584,1.0,0.0908,0.7135390498455161,0.12127396455262406,Climate information:\bscientists (say|found)\b,"conf=0.958, margin=0.714, kw+sem agree on Climate information"
f3a8f2826a349a35,"Look at that, it's April and a mysterious hurricane lands in Florida. Climate change is real",Climate information,high_confidence_weak,0.8536,0.7,0.0923,0.5922674403807447,0.09946237163044742,Climate information:\bhurricane\b,"conf=0.854, margin=0.592, kw+sem agree on Climate information"
c357cc593fd7c8ed,"I imagine that this person is moving with a sense of urgency and quickness not only because the job allows it or if it requires such speed, but instead it's because of the impending doom of climate change becoming irreversible.",Climate nihilism,high_confidence_weak,0.99,1.2,0.0844,0.7928366232417277,0.14405876490669683,Climate nihilism:\birreversible\b,"conf=0.990, margin=0.793, kw+sem agree on Climate nihilism"
7e5c2583f067d3ba,That's it? I've seen pictures claiming my home Spain would mostly be underwater too. This actually makes me feel not as scared of climate change yet. Still not good of course but makes me wonder how many images are purposely made to look worse just to provoke a response.,climate anxiety,high_confidence_weak,0.99,2.0,0.0803,0.8506450131427504,0.18281414490920078,climate anxiety:\bscared (about|of) climate\b,"conf=0.990, margin=0.851, kw+sem agree on climate anxiety"
4f82f07e9a033816,"The carbon budget is limited, and the agreement gives countries a common target and provides a means by which to collaborate on how to reach that target. Contrast that with: _""Let's have all countries do their own thing, and hopefully we'll get to the target which we haven't agreed to arrive at. And don't worry, climate change is only mankind's greatest self-imposed existential threat.""_",climate change importance,high_confidence_weak,0.99,1.3,0.1288,0.8173661073892141,0.15667113634430288,climate change importance:\bexistential threat\b,"conf=0.990, margin=0.817, kw+sem agree on climate change importance"
3eec18a7982f9b39,">In the past we expected it to be their job. You bring up the example of global climate change. I am not a politician nor am I lobbied and I promise you I know more about this issue, hell even economically, than the average politician. No one pays me to be a smart person who knows things and yet I am. It doesn't sound like you really understand how busy our politicians are. They spend vast amounts of time actually working on legislation, spending time in committees, speaking with constituents, etc. They also have a large number of LAs on staff who's job it is to do all the fact finding and then summarize it for their boss so then when they go a meeting or whatever they are informed. But part of that fact finding process involves talking to people who are very familiar with an issue and those people are generally lobbyists. Indeed, lobbyists often build excellent working relationships with LAs because the information they provide is invaluable to the LAs job. I also want to make it clear, as a lobbyist the majority of your time will be spent with LAs. Oh by the way, I am not sure how familiar you are with Congressional staffers but an LA is a Legislative Assistant and avoiding gross consolidation even if it leaves a couple large competitors (telecom). The laws are not cosmetic. Once again, under Bush these laws were not enforced as vigorously as they had been in the past, that is beginning to change though it might be until the next president that we see a return to the old status quo. >We would need less tax revenue if we didn't spend in the billions to not only give tax cuts but also give subsidy to these very industries. First we don't spend anything giving companies tax cuts, second subsidies make up a very small portion of our annual budget. For instance in 2005 they spent $57 billion on subsidies to businesses of all kinds (though the largest portion goes to farmers) and in 2006 it was $95 billion. ",climate policy critique,high_confidence_weak,0.99,2.4,0.0936,0.8505536832464969,0.17846837885261904,climate policy critique:\bpolitician|climate policy critique:\blegislation\b,"conf=0.990, margin=0.851, kw+sem agree on climate policy critique"
